Instrução,PPL,BLEU,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1,Faithfulness,Answer Relevance,Plan Adherence,Gerado,Referência
Quais são os três tipos de agnosia tátil mencionad...,3.88,1.11,0.098,0.017,0.082,0.857,0.536,0.5,"Agnosia tátil visosensorial, agnosia tátil visoespacial e agnosia tátil visoespacial.O que é a agnosia tátil visosensorial?A agnosia tátil visosensorial é a incapacidade de interpretar sinais táteis, como textura, forma e peso, sem nenhuma perda visual.Qual é a principal diferença entre agnosia tátil visosensorial e agnosia tátil visoespacial?A agnosia tátil visosensorial envolve perda de percepção tátil sem perda visual, enquanto a agnosia tátil visoespacial envolve perda de percepção tátil com perda visual.Quais são os dois tipos de agnosia tátil visoespacial mencionados no texto?A agnosia tátil visoespacial de ombros e a agnosia tátil visoespacial","Amorfognosia, agnosia de contorno e agnosia de forma."
Qual é um exemplo de agnosia tátil relacionada ao ...,12.42,0.6,0.043,0.015,0.029,0.667,0.453,0.5,"Agnosia tátil.Qual é o termo para agnosia visual relacionada ao reconhecimento de um objeto por sua forma?Agnosia visual.Qual tipo de agnosia afeta a capacidade de reconhecer um objeto por sua cor, mas não sua forma?Agnosia colorimétrica.Qual é a diferença entre agnosia e anosognosia?Agnosia é a incapacidade de reconhecer, enquanto anosognosia é a falta de consciência de uma condição.Qual é o termo para agnosia relacionada ao reconhecimento de um objeto por sua forma, mas não sua cor?Agnosia de forma.Qual é o termo para agnosia relacionada ao reconhecimento de um objeto por sua cor, mas não sua forma?Agnosia colorimétrica.Qual é a forma de agnosia que afeta a capacidade de reconhecer um objeto por sua cor, mas não",Ahilognosia - incapacidade de identificar qualidades distintas como textura e peso.
Quais são as etapas iniciais para aumentar a consc...,8.39,0.56,0.053,0.011,0.053,0.5,0.278,0.5,"Reconhecimento do déficit, avaliação do impacto em atividades diárias, criação de um plano personalizado.Qual é o objetivo do reconhecimento do déficit em um paciente com demência?Reconhecer o déficit ajuda a ajustar o cuidado, melhorar a qualidade de vida e apoiar a independência do paciente.Qual é a importância de avaliar o impacto do déficit nas atividades diárias do paciente?Avalia o impacto do déficit nas atividades diárias para ajustar o cuidado, fornecer suporte e promover a independência do paciente.Quais são os componentes de um plano de cuidado personalizado?Planejamento individualizado, estratégias de suporte, ajustes na casa e serviços comunitários.Como o cuidado adaptado pode promover a independência do paciente com demência?O cuidado adaptado fornece estratégias de apoio e ajustes para ajudar o paciente a continuar suas atividades diárias e aumentar a autonomia.Quais são os benefícios da intervenção precoce nos déficits",Apresentar estímulo na modalidade prejudicada; deixar que o paciente experimenta o mesmo estímulo na modalidade não prejudicada.
Qual é o foco da neurociência cognitiva na abordag...,3.05,0.78,0.102,0.03,0.102,0.778,0.465,0.5,"Foco na avaliação e intervenção em agnosias visuais e auditivas.Quais são as bases teóricas da neurociência cognitiva na reabilitação?Neurobiologia, psicologia cognitiva, fisiologia.Quais são as áreas de especialização do campo?Reabilitação de agnosias visuais e auditivas.Como a neurociência cognitiva se relaciona com a fisioterapia cognitiva?A neurociência cognitiva fundamenta a fisioterapia cognitiva, visando melhorias na função cerebral.Qual é a importância da avaliação neuropsicológica em pacientes com agnosias visuais?Avalia as habilidades sensoriais e motoras, ajudando a determinar o nível de agnosia.Quais são as considerações em relação ao tratamento da agnosia auditiva?O tratamento deve abordar a perda auditiva, como perda auditiva",Estabelece diretrizes neurocientíficas para a recuperação da agnosia visual e auditiva.
Quais áreas encefálicas são ativadas durante a aqu...,14.25,0.3,0.03,0.0,0.03,0.25,0.142,0.5,"Área frontal, área temporoparietal, lóbulos frontais, ínsula e córtex pré-frontal.O que é o Trastorno da Comunicação de Déficiente (TCD) e como é tratado?TCD é uma deficiência em habilidades de comunicação, fala, escrita e leitura. O tratamento envolve treinamento, terapia linguística e apoio social.Qual é o impacto do TCD no desenvolvimento cognitivo?TCD afeta o desenvolvimento da linguagem, habilidades sociais e funções executivas.Qual é a relação entre TCD e deficiência intelectual (ID)?TCD é uma forma de ID, afetando habilidades de comunicação e fala.Qual é o principal desafio na avaliação clínica do TCD?TCD é difícil de diagnosticar porque pode coexistir com outras condições.Quais fatores contribuem para o TCD?Fatores genéticos e ambientais.Qual",Áreas envolvidas incluem processamento visual e auditivo.
Quais sons são usados nas línguas nativas para tra...,2.29,0.0,0.031,0.0,0.031,0.111,0.101,0.5,"Sons de batida, batida, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante, silbante",Bebês usam sons vocais para transmitir significado em línguas nativas.
Quais são os benefícios da informação visual no co...,3.7,1.68,0.12,0.061,0.11,0.857,0.504,0.5,"A informação visual ajuda a aumentar a compreensão, reforçar a comunicação e facilitar a transcrição.Como a informação visual complementa a comunicação oral?A informação visual é essencial para a compreensão, o reforço da mensagem, a transcrição e a transcrição da comunicação oral.Quais são os aspectos da comunicação oral e escrita que diferem na comunicação visual?A comunicação visual envolve o uso de sinais visual, como gestos, expressões faciais e sinais de mão, que complementam a comunicação oral.Quais são os benefícios da comunicação visual na educação?A comunicação visual facilita a compreensão, o reforço da mensagem e a transcrição, melhorando a aprendizagem e a retenção de informações.Qual é a importância da comunicação visual na educação?A comunicação visual é crucial na educação, pois ajuda a entender, reforçar, transcrever e facilitar a transcrição de informações, além de apoiar a compreensão e a","A informação visual, como os movimentos da boca, ajuda na compreensão da fala, especialmente em ambientes barulhentos."
Quais fatores contribuem para a dificuldade de apr...,10.85,0.4,0.096,0.022,0.086,0.5,0.324,0.5,"Fatores incluem a experiência limitada de exposição, dificuldades na aquisição de fonologia, gramática, léxico, e a dificuldade em perceber e replicar sons nativos.Qual é a diferença entre aquisição e aquisição?A aquisição é a aquisição de um novo idioma por crianças, enquanto a aquisição é a aquisição de um novo idioma por indivíduos.Quais são os dois tipos de aquisição de línguas?Ato de aquisição de línguas, que envolve a aquisição de um novo idioma, e aquisição de línguas nativas, que envolve a aquisição de línguas nativas.Qual é a diferença entre aquisição de línguas nativas e aquisição de línguas nativas?Ato de aquisição de línguas nativas, que envolve a aquisição de línguas nativas.Qual é a diferença entre aquisição de línguas nativas e aquisição de línguas nativas?A",Desempenho em tarefas gramaticais diminui com a idade de chegada; aprendizado prévio impede a detecção de padrões na segunda língua.
Qual é o efeito da maturidade e experiência na aqu...,6.19,0.75,0.101,0.051,0.076,0.833,0.482,0.5,"A maturidade e experiência facilitam a aquisição de línguas.Qual é o impacto do desenvolvimento neuroquímico na aquisição de línguas?O desenvolvimento neuroquímico é crucial para a aquisição de línguas.Quais são os dois modelos de aquisição de línguas?O modelo nativista e o modelo empirista.O modelo nativista sugere que a aquisição de línguas é um processo natural.O modelo empirista enfatiza a necessidade de estímulos externos.Quais são as duas formas de aquisição de línguas mencionadas?Acquisition de línguas nativas e acquisition de línguas secondárias.Qual é a diferença entre acquisition de línguas nativas e secondárias?A acquisition de línguas nativas é o aprendizado do primeiro idioma de um indivíduo, enquanto a acquisition de línguas secondárias envolve aprendizado",Maturidade e experiência promovem um período crítico para o desenvolvimento da linguagem.
Qual é a importância da experiência no fechamento ...,2.52,5.83,0.184,0.118,0.146,0.9,0.579,0.5,"A experiência é crucial para fechar a janela de aprendizado de uma nova língua na vida posterior.De que maneiras a experiência pode afetar a capacidade de aprendizado de uma nova língua?A experiência pode afetar a capacidade de aprendizado de uma nova língua através do desenvolvimento de gramática, vocabulário e compreensão do contexto cultural.Qual é a relação entre o tempo de exposição e a aquisição de gramática, vocabulário e compreensão do contexto cultural em um segundo idioma?O tempo de exposição é correlacionado com a aquisição de gramática, vocabulário e compreensão do contexto cultural em um segundo idioma.Qual é a importância do tempo de exposição na aquisição de habilidades linguísticas em um segundo idioma?O tempo de exposição é crucial para a aquisição de habilidades linguísticas em um segundo idioma, especialmente em relação a gramática, vocabulário e compreensão do contexto cultural.Qual é a relevância do tempo de exposição na aquisição de","A experiência pode fechar a janela de aprendizado de uma nova língua, limitando o aprendizado em fases posteriores da vida."
Que áreas do cérebro são responsáveis pela interpr...,1.6,6.45,0.225,0.144,0.225,0.636,0.448,0.5,"Aírovolcu, lóbulos frontais inferiores, área de Broca, área de Wernicke, córtex auditivo secundário, córtex parietal.A área de Broca é responsável pela organização da articulação da fala, enquanto a área de Wernicke é responsável pela interpretação do significado das palavras.Qual é a função da área de Broca e da área de Wernicke em relação à fala?A área de Broca é responsável pela organização da articulação da fala, e a área de Wernicke é responsável pela interpretação do significado das palavras.Qual é a função da área de Wernicke em relação à fala?A área de Wernicke é responsável pela interpretação do significado das palavras.Qual é a função da área de Broca em relação à fala?A área de Broca é responsável pela organização da articulação da fala.Qual é a função da","A área de Wernicke processa o significado das palavras, e a área de Broca organiza a articulação da fala."
